pid,BQ2,BQ3_n2,BQ4,B3,B5_1,B5_2,B5_3,B5_4,B5_5,E5_1,E5_2,E5_3,E5_4,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,J1_1,J1_2,J1_3,J1_4,J1_5,J1_6,J1_7,J2_1,J2_2,J2_3,J2_4,J2_5,J2_6,J2_7,J2_8,J2_9,J2_10,K1,L1_1,L1_2,L1_3,L1_4,L1_5,L1_6,L1_7,M1_1,M1_2,M1_3,M1_4,M1_5,M1_6,M1_7,M1_8,M1_9,M1_10,M1_11,M1_12,M2_1,M2_2,M2_3,M2_4,M2_5,BQ7,BQ9,BQ12_1,BQ12_2
505120,1,4,4,2,4,4,4,4,3,1,1,5,3,7,7,7,4,3,7,5,0,50,50,0,0,0,0,1,1,1,1,1,1,1,2,1,1,5,5,5,3,5,3,7,4,6,7,6,1,1,1,4,2,4,4,4,1,5,3,3,5,1,2,3,6,4
505373,1,4,2,3,4,4,5,5,4,5,5,3,4,6,7,6,3,4,5,3,10,30,10,0,0,10,10,1,1,1,1,1,1,1,1,1,1,5,4,3,5,5,3,4,5,5,4,3,5,4,4,6,4,3,5,4,4,3,2,4,4,3,1,4,4,3
505456,1,6,6,1,3,4,4,4,4,1,1,5,2,7,7,7,4,6,4,4,5,75,75,5,0,10,10,1,1,1,1,1,1,1,1,1,1,6,7,4,2,2,7,4,2,7,7,7,4,4,6,6,6,6,5,4,5,2,2,2,2,3,1,5,8,2
505909,2,5,4,3,3,3,4,5,5,2,3,3,3,6,7,6,5,6,4,5,70,60,60,30,0,20,50,1,1,2,2,1,1,1,2,2,2,5,6,4,4,4,3,3,3,6,6,5,5,5,4,5,2,5,1,4,4,2,2,2,2,4,1,3,5,1
506940,2,5,2,3,4,4,4,5,2,4,4,2,3,6,6,6,4,4,4,4,50,75,75,50,50,50,50,2,2,1,2,1,1,1,1,1,1,6,5,4,3,4,3,3,3,5,5,5,3,4,3,5,5,6,4,5,4,2,2,2,2,2,1,3,5,2
506985,2,5,2,2,3,3,4,4,3,5,4,3,2,4,6,5,3,5,4,4,20,50,0,0,0,0,0,2,1,1,2,1,1,1,2,2,1,5,5,4,2,4,2,4,4,7,7,5,4,6,5,6,4,4,4,4,5,4,2,3,4,4,1,2,2,2
507036,1,4,4,2,4,4,3,4,4,3,4,4,4,6,7,6,4,7,7,5,50,50,50,50,10,50,50,2,1,1,1,1,1,1,1,1,1,3,4,3,1,5,2,5,2,6,7,4,5,3,3,5,6,6,6,6,3,4,2,2,2,2,1,3,9,6
507105,2,5,2,3,5,5,5,5,3,4,3,3,3,6,7,6,6,6,4,5,50,50,50,10,10,20,20,2,2,1,2,1,1,1,2,2,2,6,6,4,1,5,5,5,5,5,6,5,5,5,5,6,6,6,6,5,4,2,2,3,2,1,1,2,7,6
507550,2,6,2,2,4,3,3,4,3,4,4,3,3,6,6,6,4,4,4,5,50,50,50,30,20,20,50,2,2,2,2,1,1,1,1,2,2,4,4,4,4,5,3,5,2,4,5,5,4,4,4,4,3,3,3,5,4,3,2,2,2,3,1,1,2,2
507927,2,6,4,3,4,3,4,4,4,3,4,4,3,6,7,6,4,5,5,4,10,20,50,10,0,10,0,2,1,1,2,1,1,1,2,2,2,6,6,4,5,6,5,6,5,6,7,6,6,6,5,5,6,6,7,5,5,2,3,2,2,3,1,2,5,6
508224,1,4,2,3,4,4,4,5,5,3,4,2,4,5,6,6,5,5,6,6,70,60,40,60,20,40,45,1,1,1,1,2,2,1,1,1,1,4,5,6,5,5,5,6,6,5,6,5,3,3,2,5,5,5,5,6,4,2,2,2,2,4,2,4,8,8
508393,2,4,4,3,4,3,5,5,4,5,5,3,2,7,7,6,3,4,5,5,50,50,50,50,25,25,50,1,1,1,1,1,1,1,1,1,1,5,4,3,1,4,3,4,3,5,6,6,6,6,6,6,6,6,6,6,6,2,2,4,3,2,1,4,6,1
508433,1,4,2,2,4,4,4,4,4,4,4,2,3,6,6,6,6,6,6,6,75,75,75,50,20,60,25,2,2,1,1,1,1,1,1,1,1,5,5,4,4,4,4,4,4,6,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,4,1,5,5,4
508653,2,4,2,3,3,2,3,4,2,4,4,3,4,5,6,4,5,3,4,5,50,50,50,25,10,50,25,2,2,2,2,2,1,1,1,1,1,3,5,5,4,5,4,7,4,7,4,4,5,5,6,7,6,6,6,6,6,3,2,2,2,1,1,5,8,6
508777,1,6,6,3,2,2,3,2,2,3,3,3,3,6,6,5,3,4,4,4,10,10,20,10,10,10,0,1,2,2,2,2,1,2,1,1,1,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,1,2,4,4
509195,1,4,4,3,1,1,1,1,1,5,5,5,1,7,7,7,4,5,7,7,50,50,50,0,0,50,50,1,1,1,1,1,1,1,1,1,1,7,3,1,5,7,7,7,4,7,7,7,7,5,5,1,1,4,6,7,6,1,1,1,1,1,2,1,5,3
509293,2,4,2,3,4,5,3,5,5,4,4,3,3,7,7,6,6,7,5,5,60,50,25,20,0,50,0,2,2,2,2,2,1,1,2,2,1,6,6,7,5,6,6,7,7,7,6,5,4,5,6,6,4,4,6,7,7,4,2,3,3,1,1,4,4,2
509538,2,5,2,3,4,5,4,5,3,4,3,2,4,6,6,5,3,6,4,6,80,75,60,50,40,50,50,1,2,2,2,1,1,1,2,2,2,6,5,5,3,3,3,5,4,7,6,5,6,5,6,6,7,7,6,7,6,1,1,1,2,2,1,4,3,1
509599,1,3,2,3,5,4,5,5,4,5,5,5,5,7,5,6,2,6,4,7,75,50,100,100,0,50,50,1,1,1,2,1,1,1,1,1,1,6,4,1,2,2,1,6,1,7,7,3,5,5,5,7,7,7,1,6,6,2,1,1,2,4,2,3,6,8
510109,2,2,2,3,4,4,5,5,4,2,2,3,3,7,5,4,4,5,6,5,60,55,20,50,60,50,55,2,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,6,7,7,4,7,5,3,4,4,1,5,4,4,2,3,4,3,2,1,2,1
510212,2,5,4,3,4,4,2,5,4,5,5,4,4,6,7,5,4,4,4,1,50,50,50,0,50,0,0,2,2,1,1,2,1,2,2,1,1,6,7,3,6,7,5,7,2,7,7,7,7,7,5,5,4,6,6,5,5,3,3,3,3,2,1,3,4,3
510420,2,5,2,3,4,4,5,4,4,3,4,4,5,7,6,6,5,5,4,5,30,35,50,30,25,50,50,1,1,1,1,1,1,1,2,2,2,6,6,1,5,5,4,6,5,7,6,6,7,7,5,5,2,2,6,6,3,2,3,4,2,1,1,3,3,3
510506,2,3,2,1,5,3,5,5,5,2,1,5,4,7,7,7,7,7,7,1,0,80,20,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,5,7,1,6,5,6,5,7,7,7,1,7,7,7,7,3,7,4,2,5,5,5,1,1,2,2,7,4
510846,1,5,2,2,4,4,5,4,4,3,3,4,4,6,7,6,5,6,6,4,75,50,80,25,1,50,50,1,1,1,2,1,1,1,1,1,1,3,5,2,3,5,3,5,2,6,6,7,7,6,6,6,5,6,3,6,6,2,2,2,2,1,1,4,5,4
511206,2,6,1,3,5,4,4,4,4,5,5,4,2,7,7,7,4,4,6,6,90,50,50,0,30,50,50,1,1,1,2,1,1,1,1,1,1,6,7,1,5,7,5,7,4,7,7,7,6,6,5,7,4,7,7,6,6,1,2,1,1,1,1,2,1,1
511859,1,6,2,2,2,4,4,4,3,2,2,4,4,7,6,5,4,4,5,6,75,75,50,25,25,50,50,1,1,1,1,1,1,1,2,1,1,6,6,6,3,7,6,6,5,5,6,5,6,6,6,5,5,6,5,6,5,3,2,4,4,2,1,3,4,1
512371,1,6,1,2,4,4,2,4,2,2,2,4,3,6,5,5,3,4,2,3,80,78,76,74,73,75,73,2,2,2,2,2,1,1,1,1,2,3,3,3,2,5,4,5,3,5,4,5,6,5,3,5,4,5,5,5,5,3,2,3,3,4,1,2,4,6
512391,1,3,2,3,3,3,3,3,3,2,2,2,2,4,7,4,4,4,4,4,100,100,100,100,100,100,50,1,2,2,2,2,1,1,2,2,2,4,5,5,5,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,1,1,1
513207,2,6,2,3,4,4,5,5,4,4,4,3,3,6,6,7,4,4,4,4,50,50,50,50,0,25,50,1,1,1,2,2,1,2,1,1,1,4,5,3,2,4,3,3,2,5,6,4,3,5,4,4,4,6,6,4,4,3,2,2,2,2,1,4,3,2
513356,2,5,2,3,3,3,4,4,4,3,2,3,3,6,6,6,1,4,5,5,50,5,50,45,10,50,40,1,2,1,1,1,1,1,1,1,1,4,6,3,4,6,4,6,3,6,6,5,5,5,5,5,4,6,4,5,4,3,3,3,3,3,1,3,8,5
513555,2,3,4,1,4,4,5,5,3,3,2,3,3,7,7,6,4,4,5,4,25,50,50,25,50,25,50,1,1,1,2,1,1,1,1,1,1,5,3,4,2,2,1,1,1,6,7,5,5,4,4,3,5,6,5,5,5,2,4,2,2,1,2,1,3,2
514864,1,4,2,1,4,2,2,4,3,3,3,3,2,6,6,6,4,5,5,4,50,70,80,50,50,40,50,2,2,1,2,2,1,1,2,2,2,5,5,3,4,4,1,6,1,6,6,4,4,4,4,5,3,5,3,4,4,3,3,3,3,3,2,1,1,3
516379,1,4,2,1,1,3,1,3,3,4,4,3,2,3,4,4,5,2,4,6,100,85,46,56,41,90,80,1,1,2,1,1,1,2,1,1,1,4,4,2,3,1,3,6,5,2,5,6,4,3,3,4,2,5,5,5,4,3,3,4,1,2,1,3,4,2
517797,1,3,4,1,1,4,5,5,4,4,5,3,3,7,6,6,4,5,5,4,25,50,75,25,0,50,50,2,2,1,1,1,1,2,2,1,2,7,5,5,1,5,4,5,5,6,6,3,5,5,5,5,3,5,3,5,6,2,1,4,3,2,2,2,4,4
518148,1,4,2,5,5,5,5,5,5,3,3,4,3,7,7,7,4,7,7,7,50,20,70,10,10,20,10,1,1,1,1,1,1,1,1,1,1,5,4,1,3,5,1,6,4,6,7,7,2,6,6,7,4,6,4,4,4,4,3,5,4,3,2,2,3,1
518882,1,4,2,2,3,3,4,4,4,1,1,2,2,5,6,6,5,6,6,6,30,80,80,40,10,10,20,2,2,2,2,2,1,1,2,2,2,3,6,5,5,6,6,5,5,5,5,5,6,6,6,6,5,5,6,6,5,3,3,2,3,3,1,4,6,2
518986,2,6,2,3,4,3,4,4,3,5,5,3,3,7,7,6,4,5,6,6,65,70,75,50,25,50,50,1,1,1,1,1,1,1,1,1,1,7,6,1,6,7,4,7,5,7,7,5,6,6,4,7,7,7,5,7,7,1,2,1,3,2,1,1,2,2
519415,1,5,6,2,3,2,4,4,4,3,4,3,3,6,5,5,4,5,5,4,50,75,75,25,25,50,50,2,2,1,1,2,1,1,1,1,1,3,7,3,3,5,6,5,3,5,5,5,6,5,6,6,6,6,6,6,4,3,2,2,2,1,1,4,5,1
520061,2,5,2,3,3,3,2,4,3,4,4,3,4,6,5,4,4,5,4,5,50,50,50,50,0,25,0,2,2,2,2,2,2,2,2,2,2,5,3,4,4,3,4,4,4,6,6,6,5,4,5,5,5,6,6,4,4,4,2,2,2,3,1,2,4,1
522126,2,3,2,3,3,3,4,4,4,3,2,3,3,6,6,7,5,5,6,5,75,100,75,50,50,25,50,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,4,5,4,5,5,4,5,5,5,5,4,5,5,5,5,2,2,2,2,2,1,2,3,2
522162,1,4,4,3,5,4,5,5,4,2,2,3,2,6,6,5,6,5,6,4,80,90,90,60,40,80,60,2,2,2,2,2,1,1,2,2,2,5,5,4,4,5,6,6,5,5,5,5,5,4,5,5,4,5,4,5,5,2,3,2,2,2,1,4,4,3
522280,2,2,3,3,4,5,2,4,2,4,4,3,4,7,6,5,5,6,4,5,70,75,50,50,50,50,50,2,2,1,1,1,1,1,1,2,2,4,1,2,4,4,4,4,4,5,6,5,3,3,4,4,5,5,5,4,4,2,3,2,2,2,2,4,6,5
522472,2,3,4,3,5,5,5,5,5,3,2,4,4,6,6,6,5,4,6,5,50,50,50,75,75,40,50,1,1,1,1,1,1,1,1,1,1,5,4,4,2,5,3,3,5,5,6,5,3,5,5,5,5,4,3,4,4,2,2,2,3,3,2,1,3,1
522541,2,2,3,4,5,5,5,5,5,4,4,3,3,4,4,4,4,4,4,4,50,50,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,1,1,4
523590,1,6,2,2,4,4,4,4,4,3,3,4,3,7,6,6,6,4,4,5,30,80,70,20,10,30,30,1,1,1,1,1,1,1,2,1,1,5,7,6,6,3,2,6,5,4,4,4,3,4,4,5,5,5,6,6,4,3,2,3,2,2,1,3,8,4
524409,1,5,2,1,3,3,2,2,2,4,4,2,5,4,6,6,5,5,4,4,75,75,75,75,75,50,50,2,2,2,2,2,1,2,2,2,2,3,5,5,5,5,5,5,5,5,5,5,2,3,3,6,6,6,4,5,5,3,3,2,2,2,2,3,2,1
525568,1,5,4,3,4,4,4,5,3,2,1,3,3,7,7,7,5,5,5,4,25,75,50,50,0,25,50,1,1,1,1,1,1,1,1,1,1,3,6,4,2,2,1,5,2,4,5,5,6,6,6,6,4,4,6,5,4,2,2,2,2,1,1,4,8,8
528607,1,5,2,1,1,1,1,4,1,1,1,5,3,7,7,7,4,6,5,6,100,100,50,50,0,30,10,2,1,1,1,1,1,1,2,1,1,7,3,1,2,3,1,3,3,5,5,5,5,7,5,7,6,7,6,6,5,2,1,2,2,3,1,2,5,1
530843,2,5,2,3,4,4,5,5,3,3,3,4,2,7,6,6,5,4,1,6,60,10,20,0,0,50,60,1,1,1,1,1,1,1,2,1,2,1,7,2,1,1,1,7,4,6,5,5,7,2,6,6,6,6,4,6,6,5,4,5,2,1,1,2,6,8
532480,1,2,4,3,4,3,4,4,4,3,3,3,2,7,7,5,5,5,4,4,0,50,50,25,25,25,50,1,1,1,1,1,1,1,1,1,1,4,4,4,3,6,1,6,3,5,5,5,4,5,4,4,4,4,3,4,5,3,3,3,3,2,2,3,6,5
533277,2,6,2,2,3,3,4,5,3,3,3,4,3,7,6,6,4,5,5,5,70,60,80,50,50,50,50,2,2,2,2,1,1,1,2,1,1,5,5,4,2,2,2,3,4,4,5,5,5,4,3,6,5,5,5,5,4,2,3,3,2,2,1,2,2,2
533602,2,3,4,3,4,4,4,4,4,3,3,3,3,6,6,6,4,5,4,5,60,50,60,50,50,40,30,1,1,1,1,1,1,1,2,2,2,5,5,3,2,4,4,4,4,4,5,5,5,5,4,5,4,5,5,5,4,2,2,2,2,2,1,4,6,1
534173,1,5,1,2,4,4,4,4,4,3,3,4,4,7,7,7,6,6,6,7,50,100,50,50,50,20,10,1,1,1,1,1,1,1,2,1,2,7,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,2,1,3,3,4
536192,2,3,4,2,2,3,2,4,2,2,2,4,3,7,6,6,4,5,5,4,25,50,25,25,25,25,25,1,1,1,1,2,1,1,2,1,1,6,4,5,1,2,1,1,5,4,6,6,5,4,3,3,3,3,4,4,4,2,4,2,2,2,2,2,4,3
536930,1,5,2,1,1,1,3,2,1,3,3,3,3,7,7,6,6,6,6,6,0,3,5,3,2,0,2,1,1,1,1,1,1,1,2,2,1,4,7,7,4,4,7,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,2,1,1,3,3,1
537231,2,6,2,4,4,3,3,4,3,4,4,4,3,7,7,4,2,4,5,4,50,50,75,25,25,50,75,1,2,2,2,1,1,1,2,2,2,7,7,5,6,7,6,6,7,7,7,6,6,6,6,4,5,5,6,6,6,2,2,2,2,2,1,2,4,1
537925,2,2,4,2,3,3,3,3,3,3,3,3,3,3,2,4,4,4,3,4,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,4,3,3,4,5,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3,2,1,5,6
538463,1,5,2,2,5,2,4,5,3,4,4,4,3,7,7,7,7,7,4,6,60,45,50,40,0,70,40,1,1,1,1,2,1,1,1,1,1,2,6,6,3,4,4,5,4,6,6,5,3,3,3,6,4,4,5,6,4,2,1,2,2,1,1,2,2,1
539367,2,6,4,3,4,4,4,5,2,4,4,4,3,7,7,6,4,4,4,5,50,75,50,25,0,25,50,1,1,1,1,1,1,1,2,2,1,6,5,2,2,5,5,4,3,6,7,6,5,4,4,6,4,6,6,4,4,2,2,2,2,2,1,2,3,4
542142,1,3,4,3,4,5,4,3,3,4,3,2,3,5,4,6,3,4,3,4,47,46,37,27,49,57,67,1,1,1,1,2,2,1,2,2,1,5,5,6,5,2,6,4,6,5,4,3,6,4,5,3,6,6,4,6,3,4,3,2,2,3,2,4,5,2
542658,2,4,2,3,3,4,4,4,3,4,4,3,4,5,5,5,4,5,5,5,30,45,50,30,50,45,40,1,1,1,1,1,1,1,1,1,1,4,4,3,3,4,2,3,4,3,5,4,3,5,5,4,4,4,3,4,4,3,3,4,4,4,2,3,4,1
542691,2,2,3,3,3,3,4,4,4,4,3,3,3,5,5,5,4,5,5,4,40,75,50,50,50,49,25,1,1,1,1,1,1,1,1,1,1,6,4,3,3,5,4,5,3,5,5,4,4,4,4,5,4,4,3,4,4,3,3,3,3,3,2,1,2,1
543105,2,3,4,2,2,3,4,4,4,4,4,3,2,6,6,6,5,4,4,4,25,25,25,0,0,0,25,1,1,1,1,1,1,1,1,1,1,5,3,5,2,5,3,3,2,5,5,5,5,5,5,4,4,3,2,2,3,2,4,2,4,3,1,4,4,3
543189,1,2,3,3,4,4,5,5,4,4,4,2,3,5,5,4,4,2,5,5,50,75,75,25,50,50,50,2,1,1,2,1,1,1,1,1,2,6,4,3,3,2,4,3,2,5,4,4,5,3,5,6,6,3,5,5,6,4,4,3,4,2,2,4,7,3
543314,2,4,2,4,4,4,4,4,4,4,4,3,3,5,5,5,4,5,4,5,10,20,60,5,5,10,0,2,2,1,1,1,1,2,1,2,2,3,5,5,4,4,4,4,4,5,5,4,4,5,4,5,4,4,4,4,4,2,2,2,2,3,1,4,3,1
543533,2,4,4,1,3,3,4,5,3,4,3,4,3,7,7,7,4,5,5,6,80,80,80,75,0,40,50,2,2,1,1,1,1,2,2,1,1,6,5,3,2,6,4,4,5,7,7,7,4,4,4,6,3,6,6,6,5,4,3,4,3,2,2,1,3,2
544365,2,5,2,3,4,3,4,4,4,3,3,4,4,5,6,6,4,7,6,6,85,90,70,70,60,50,30,1,1,1,1,1,1,1,1,1,1,5,5,4,5,4,3,5,4,7,7,6,5,5,5,7,6,6,6,5,5,2,1,3,3,2,1,4,4,1
544854,2,5,4,1,1,2,3,1,3,2,3,3,3,7,5,6,4,4,4,5,100,100,100,50,0,60,60,1,1,1,1,1,1,1,1,1,1,3,7,5,4,7,4,7,2,4,7,7,7,5,4,7,3,7,7,7,6,1,1,2,2,2,1,5,4,6
545860,2,4,4,2,4,5,4,5,4,3,4,4,3,7,7,5,4,4,5,5,30,30,30,0,0,0,0,1,1,1,1,1,1,1,1,1,1,5,4,4,4,5,4,4,4,4,4,4,6,4,5,4,5,4,4,6,4,4,3,4,3,3,1,2,4,4
546717,2,6,2,3,3,3,4,4,3,3,3,4,2,7,7,4,4,5,4,5,50,50,50,50,0,50,30,2,2,2,2,2,1,2,2,2,2,5,4,4,2,3,3,3,3,3,5,4,3,5,5,5,4,5,5,5,5,2,2,2,2,3,1,2,3,1
546761,2,3,4,2,3,3,4,5,3,3,3,3,3,5,5,6,5,5,4,5,75,75,37,66,75,55,55,2,2,1,1,2,1,2,1,1,1,4,3,3,1,3,2,2,2,5,5,5,4,5,5,5,3,5,3,4,3,4,3,3,2,3,2,3,3,4
548725,2,5,2,3,4,4,5,5,4,4,4,5,4,4,5,4,4,5,4,4,10,30,20,10,10,20,20,1,2,2,2,1,1,1,2,1,1,7,7,5,4,5,3,5,1,6,6,4,4,4,5,4,5,5,2,3,1,3,3,3,3,4,1,3,3,2
549715,2,4,2,3,5,5,5,5,5,4,4,3,4,7,6,6,4,6,5,6,25,50,50,25,25,25,0,1,1,1,1,1,1,1,1,1,1,5,5,4,2,6,3,6,4,5,6,5,6,5,5,5,4,5,3,5,5,1,1,1,1,1,2,2,6,1
550169,2,6,2,4,4,4,4,5,3,3,3,3,3,7,7,6,4,4,4,5,30,20,10,10,10,5,5,1,1,1,1,2,1,1,1,2,2,6,5,4,6,4,4,6,4,7,7,5,4,4,4,5,6,7,7,7,7,1,1,1,1,3,1,3,4,3
550449,1,5,2,2,4,4,3,5,4,4,5,5,4,2,7,5,2,6,5,6,90,60,70,80,50,77,66,1,1,1,1,1,1,2,1,1,1,5,5,5,4,7,2,5,5,6,7,5,6,6,7,6,5,6,7,6,7,2,1,3,3,1,1,5,5,2
551203,1,3,4,3,4,4,5,5,4,2,5,3,2,6,6,6,4,5,4,4,90,90,90,80,0,25,50,2,1,1,2,1,1,1,2,1,2,4,4,2,2,4,2,5,2,5,6,6,6,6,6,5,4,6,5,5,5,3,3,3,3,2,1,4,5,3
551432,2,4,4,3,5,4,4,4,4,2,3,2,2,6,6,6,5,4,5,4,50,50,50,25,25,0,0,2,2,2,2,2,1,1,2,1,1,6,5,5,4,5,4,5,5,3,5,5,5,6,6,6,5,4,5,4,4,3,3,3,3,4,1,4,3,1
551857,2,2,2,3,3,3,3,4,3,2,2,3,3,7,6,4,4,5,5,5,50,50,50,50,25,50,50,1,1,1,1,1,1,1,1,1,1,4,4,4,3,5,4,5,4,4,4,5,5,5,5,5,5,5,4,5,4,2,2,2,3,3,1,3,7,1
552172,2,5,2,3,3,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,2,2,2,3,2,1,2,4,6
552690,2,5,4,3,4,5,4,4,5,3,5,3,3,5,6,5,4,3,3,4,80,70,60,50,40,30,20,1,1,1,1,1,1,1,1,1,1,5,6,5,5,4,5,6,4,4,6,7,5,5,4,5,6,7,6,5,6,3,2,1,2,3,1,3,6,3
553438,2,6,1,3,4,4,4,4,4,2,2,2,2,4,4,4,4,4,5,4,50,50,50,25,50,50,50,2,1,1,1,1,1,1,1,1,2,4,3,3,3,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,2,2,2,2,2,1,2,4,3
553768,2,2,4,2,4,5,5,5,5,4,5,2,4,6,5,6,2,4,6,5,20,50,3,5,5,20,10,1,1,1,1,1,1,1,1,1,1,6,6,5,6,7,6,6,6,6,7,6,7,7,7,5,7,6,5,7,3,1,4,4,1,4,2,5,5,3
554407,2,5,4,2,1,1,1,1,1,1,1,5,4,7,7,7,4,4,7,7,70,50,10,30,0,10,10,1,1,1,1,1,1,1,2,1,1,3,7,6,7,7,7,6,7,6,7,4,4,4,4,6,5,7,7,7,7,1,1,1,1,1,1,3,6,4
554830,2,6,2,3,4,4,4,4,4,4,4,3,4,4,6,6,4,4,5,5,75,75,75,50,0,50,50,2,2,2,2,2,1,1,2,2,2,7,4,5,3,4,6,4,4,6,6,4,5,4,3,6,6,6,4,5,5,2,2,3,3,3,1,3,4,4
555081,2,5,2,1,2,3,4,5,3,4,4,3,4,7,7,5,5,5,4,5,75,75,50,50,25,25,25,1,2,1,1,1,1,1,1,2,2,3,5,6,5,5,6,5,5,6,6,5,6,6,4,6,3,6,6,5,6,3,2,2,2,1,1,3,5,5
555458,2,6,6,1,1,3,4,5,3,3,4,5,2,7,7,7,4,7,4,4,70,80,50,30,0,10,50,2,1,1,1,1,1,1,1,1,1,7,7,1,1,7,5,1,1,6,6,6,7,7,4,7,5,7,7,5,4,2,2,2,2,2,1,4,7,3
555826,1,5,4,1,3,3,4,5,2,2,2,2,1,7,5,5,5,5,5,4,80,60,60,30,0,60,40,2,1,1,1,1,1,1,2,1,1,5,7,3,3,3,6,6,6,7,5,4,6,6,6,6,6,7,6,7,6,2,1,2,2,1,1,2,5,4
556571,2,6,1,1,3,2,4,4,4,3,4,3,4,6,6,6,2,5,4,6,80,80,80,60,30,60,60,2,1,1,2,1,1,1,1,1,1,4,6,5,4,6,4,6,3,5,6,4,6,4,4,6,5,6,5,6,4,2,2,2,2,2,1,5,2,2
556658,1,5,2,3,5,5,5,5,4,5,5,3,3,7,5,1,1,5,3,4,75,25,50,50,50,50,50,2,2,1,1,1,1,1,1,1,1,6,7,1,7,7,7,7,1,6,6,6,6,4,2,6,5,5,6,4,4,2,2,3,3,3,2,3,7,3
557543,2,5,2,2,4,4,5,5,3,3,3,3,4,7,7,6,4,4,4,4,75,100,50,50,25,50,50,2,2,2,2,1,1,1,2,2,2,4,5,5,3,4,4,5,5,5,5,4,4,5,5,5,5,5,4,4,4,2,2,2,2,2,1,3,8,2
557955,2,2,4,2,2,2,2,3,2,3,3,3,3,3,4,4,3,4,4,5,20,25,20,25,0,0,0,1,2,2,2,2,1,2,1,2,2,5,3,3,4,3,3,4,3,4,4,3,4,3,3,4,3,3,2,4,5,3,3,3,2,3,2,4,11,5
558389,2,4,4,3,5,5,5,5,4,4,4,4,3,5,4,6,5,4,6,4,75,75,50,25,0,75,50,2,1,1,1,1,1,2,1,1,2,6,4,4,4,5,4,4,4,5,7,7,5,5,4,5,4,6,7,5,5,1,1,3,3,2,2,3,2,1
558767,2,3,2,2,2,3,3,3,3,3,3,3,3,4,5,4,4,4,4,5,80,70,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,1,1,1
559187,2,6,2,3,3,3,2,3,3,2,2,3,2,7,7,7,4,5,3,6,75,50,25,25,0,75,50,2,2,1,1,2,1,2,1,1,1,5,5,2,2,4,2,5,3,5,5,5,4,4,3,6,5,6,6,4,4,2,1,2,4,3,1,1,2,1
559561,1,5,2,3,4,4,4,4,4,3,3,3,2,6,6,6,4,4,4,4,50,50,70,50,30,30,30,2,2,2,2,2,1,1,2,2,1,4,5,6,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,2,2,2,2,2,1,3,5,2
561386,2,3,2,4,5,5,5,5,5,1,1,3,3,7,6,6,3,6,3,4,50,50,60,30,40,50,25,1,1,1,1,1,1,1,1,1,1,3,5,2,1,3,2,4,5,6,6,4,5,4,4,2,5,7,3,3,4,1,1,1,2,1,2,2,4,1
562689,1,4,4,1,4,3,5,5,3,4,2,5,1,7,6,6,7,5,5,4,20,20,70,50,50,30,50,2,1,1,1,1,1,1,1,1,1,3,5,4,1,2,3,2,4,5,7,7,3,5,4,5,5,6,5,4,4,2,4,3,3,2,2,1,5,6
562702,1,6,6,3,4,3,3,4,4,4,3,4,4,7,7,6,3,6,5,5,4,6,5,4,3,4,5,1,2,2,2,2,1,2,2,2,1,2,6,6,1,7,7,6,3,7,7,7,6,6,5,6,5,3,6,7,7,4,1,5,5,1,1,2,2,4
563636,2,5,2,3,4,4,4,4,3,3,2,3,3,6,6,6,6,6,5,5,50,70,40,50,10,10,10,1,1,1,1,1,1,1,2,2,2,4,5,5,3,3,4,4,4,5,2,1,4,5,4,4,4,4,5,4,4,3,3,2,2,3,1,4,3,1
565705,1,5,4,1,2,2,3,5,2,3,2,3,3,7,6,5,4,5,5,5,50,75,75,75,10,30,20,2,2,2,2,2,1,1,2,1,1,5,6,6,3,4,3,6,5,5,6,6,6,5,5,6,5,6,5,6,6,2,2,2,2,1,1,2,2,1
565722,2,2,4,3,4,3,3,5,4,3,3,2,3,7,5,6,5,5,5,5,50,60,60,50,50,50,50,1,1,1,1,1,1,1,1,1,1,6,4,3,4,5,2,3,2,5,6,5,4,5,5,5,3,4,4,4,4,2,3,3,3,3,2,3,11,3
