pid,BQ1,BQ2,BQ3,BQ3_n2,BQ4,BQ8,A001,B1,B2,B3,B4,B5_1,B5_2,B5_3,B5_4,B5_5,B7_1,B7_2,B8_1,B8_2,D1_1,D1_2,D1_3,D1_4,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D3,D4,D5_1,D5_2,D5_3,D5_4,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_11,E3_12,E3_13,E3_14,E3_15,E3_16,E4_1,E4_2,E4_3,E4_4,E4_5,E5_1,E5_2,E5_3,E5_4,F1,F2,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G3_1,G3_2,G3_3,G3_4,G3_5,G3_6,G3_7,G3_8,H1_1,H1_2,H1_3,H1_4,H1_5,H1_6,H1_7,H5_1,H5_2,H5_3,H5_4,H5_5,H5_6,H5_7,H6_1,H6_2,H7,H8,H9,H9_1,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I2_1,I2_2,I2_3,I2_4,I2_5,J1_1,J1_2,J1_3,J1_4,J1_5,J1_6,J1_7,J2_1,J2_2,J2_3,J2_4,J2_5,J2_6,J2_7,J2_8,J2_9,J2_10,K1,L1_1,L1_2,L1_3,L1_4,L1_5,L1_6,L1_7,M1_1,M1_2,M1_3,M1_4,M1_5,M1_6,M1_7,M1_8,M1_9,M1_10,M1_11,M1_12,M2_1,M2_2,M2_3,M2_4,M2_5,BQ5,BQ5_1,BQ5_2,BQ5_3,BQ6,BQ7,BQ7_1,BQ7_2,BQ9,BQ9_1,BQ12_1,BQ12_2,BQ12_3,BQ13,BQ14,BQ14_1,BQ15_1,BQ15_2,BQ15_3,BQ15_4,BQ16_1,BQ16_2,BQ16_3,BQ16_4
661736,11,1,41,4,2,4,2,2,2,2,4,4,4,4,4,4,2,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,3,2,4,4,3,4,4,4,4,4,4,4,3,3,4,3,3,75,50,50,75,25,50,50,2,2,1,2,2,1,2,2,2,2,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4,4,4,4,4,3,3,3,3,3,11, , , ,1,2, , ,2, ,1,1,5,7,1, ,9,9,9,9,9,9,9,9
662946,8,1,43,4,2,5,1,1,3,1,4,4,4,4,5,4,1,2,2,2,4,4,4,4,2,2,2,2,3, ,3,3,2,2,2,2,2,1,1,1,4,1,5,5,5,5,5,2,2,3,3,3,1,2,2,2,2,4,3,4,3,9,3,2,4,2,3,2,3,2,2,2,3,2,2,2,2,3,2,3,2,3,3,3,2,1,1,1,1,1,2,2,2,1,3,2, ,7,7,5,4,5,4,4,2,3,3,3,3,25,25,75,25,50,50,25,1,1,1,1,1,1,1,1,1,1,3,5,4,5,5,5,5,4,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,1,1,1,1,2, , ,2, ,4,1,4,0,1, ,2,2,2,2,3,2,2,2
664193,7,1,56,5,4,1,2,1,2,1,3,2,2,4,4,2,3,3,4,4,4,3,4,3,2,2,1,1,3,1,3,3,2,2,2,2,1,1,2,1,3,2,5,5,2,3,3,2,3,3,4,3,2,3,4,3,2,3,3,4,2,6,3,2,4,2,4,2,4,1,2,3,3,2,2,2,1,2,2,4,2,3,2,4,2,2,2,3,2,2,2,2,3,2,3,2, ,7,6,6,5,5,6,4,4,3,4,4,4,25,50,50,25,0,25,25,1,1,1,1,1,1,1,1,1,1,5,6,4,3,4,5,4,6,6,6,4,5,5,5,5,4,5,5,5,5,4,2,2,2,2,2,3, , ,2,1,2,2,3, ,5,8,3,4,1, ,9,1,9,9,2,2,2,2
664816,2,1,59,5,4,5,1,1,3,3,3,4,4,4,5,4,2,3,4,4,3,4,4,4,3,3,3,4,4, ,2,3,2,2,2,2,1,1,1,1,3,2,5,5,1,3,2,3,3,3,3,3,1,3,4,3,3,4,3,3,2,4,2,2,4,2,4,2,4,2,2,2,2,1,2,2,2,2,1,4,3,4,2,1,2,1,2,2,1,2,2,2,2,9,3,2, ,6,6,4,4,6,4,6,3,2,4,3,4,75,75,75,50,25,50,50,2,2,1,1,2,1,1,2,1,1,3,6,6,5,4,4,5,4,5,5,4,2,5,4,5,4,5,5,5,4,2,4,4,2,2,5,1,1,2,2,1,2,2,3, ,5,4,4,4,1, ,3,2,2,2,2,3,2,2
664935,7,2,43,4,2,3,3,2,4,3,4,4,4,4,4,3,2,2,1,2,4,4,4,4,2,2,2,2,2,1,1,1,1,1,2,2,3,4,4,1,4,4,4,3,1,4,4,2,2,2,2,3,3,3,4,3,2,4,3,4,4,3,4,3,9,3,2,3,3,5,3,2,5,5,5,5,5,2,2,5,3,2,1,2,2,3,2,3,4,2,1,1,2,2,3,4,1,4,6,4,4,5,4,5,4,3,4,5,2,80,50,50,50,50,50,50,2,1,1,1,1,1,1,1,1,2,5,5,4,4,3,3,5,4,6,5,5,5,5,5,5,5,4,4,3,5,2,2,3,4,2,11, , , ,1,2, , ,1,3,2,1,5,6,98,98,2,1,2,2,2,3,3,2
665543,3,1,49,4,4,5,1,1,2,2,5,5,5,1,5,4,1,2,4,4,4,4,4,2,4,4,4,4,4, ,1,4,1,1,1,1,1,1,1,1,5,3,5,5,5,5,5,1,3,3,5,3,1,2,4,4,2,1,1,5,2,5,5,9,4,2,4,3,4,2,2,2,3,3,3,2,1,9,1,5,1,3,1,1,1,1,1,1,1,1,3,2,1,2,3,4,3,7,7,7,4,4,5,5,4,5,5,5,5,25,50,50,50,50,50,25,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,4,7,1,4,6,6,6,1,5,7,5,5,3,2,3,2,2,7,3, , ,1,2, , ,2, ,4,4,4,0,1, ,2,9,9,9,2,3,2,2
665695,8,1,23,2,4,1,3,2,5,4,5,3,5,5,5,5,1,1,1,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,3,3,3,8,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,9,9,9,9,9,9,9,1,2,2,2,3,1,5,5,5,5,5,5,5,3,3,3,3,3,50,50,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,6,3,3,3,3,3,3,3,5,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,2,5,1,1,1,1,1,2,2,1,23,2,1,5,4,2, ,1,1,1,1,3,3,3,3
665960,8,1,56,5,6,2,2,2,3,2,2,4,3,3,4,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,3,2,5,3,3,5,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,5,4,3,3,2,3,2,3,3,3,3,4,3,3,3,3,2,2,4,3,3,2,3,2,2,2,2,2,2,2,2,1,2,2,3,1,5,5,4,3,4,4,4,3,3,3,2,3,50,50,75,50,25,50,50,2,1,2,2,1,1,1,2,2,2,4,5,4,4,4,4,4,4,5,5,5,5,4,4,5,5,4,5,4,4,2,3,3,2,2,10,1,2,1,4,1,2,2,3, ,3,1,4,6,1, ,2,2,2,2,2,3,3,3
666380,6,1,30,3,4,5,4,4,3,1,2,1,1,1,1,1,1,1,1,1,4,4,4,2,4,4,4,4,4, ,2,2,2,2,2,2,5,5,5,1,5,5,5,5,1,5,5,1,5,5,5,5,4,4,4,4,4,5,5,1,3,3,4,2,1,3,1,3,4,3,3,3,5,3,5,3,5,1,1,1,5,5,5,1,2,4,1,4,4,4,1,1,1,2,3,4,3,7,7,7,1,7,1,7,5,5,3,3,3,20,40,60,10,10,10,15,1,1,1,1,2,2,2,1,1,1,7,7,1,1,7,1,1,1,4,7,7,7,4,7,1,1,4,4,4,4,5,3,5,5,3,5,1,1,1,4,2, , ,1,3,3,1,4,5,98,98,9,9,9,9,2,2,2,2
668109,1,1,70,6,2,3,2,1,2,3,3,4,3,4,4,3,2,4,2,2,4,4,3,3,2,1,1,1,2,1,4,4,1,1,2,1,1,1,2,1,3,3,3,2,1,4,2,1,2,2,4,2,1,2,3,2,2,3,3,4,4,7,4,1,3,1,4,1,2,4,3,3,4,3,4,3,4,2,2,4,2,2,2,3,2,2,2,3,3,3,2,2,1,2,3,2, ,7,7,7,6,6,6,7,2,2,5,4,5,7,6,8,6,5,6,6,2,2,2,2,2,1,2,2,2,2,4,5,5,6,5,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,2,2,2,3,2,11, , , ,2,1,2,2,3, ,3,4,4,6,98,99,2,2,3,2,2,2,2,2
669316,13,2,61,6,2,5,2,2,3,2,4,3,2,4,4,3,3,3,3,3,4,4,3,2,2,1,1,1,2, ,2,2,2,2,2,2,2,2,2,1,4,3,5,5,3,3,3,2,2,3,3,3,2,3,4,3,2,4,4,3,3,8,3,2,3,2,4,2,4,3,3,3,3,2,3,3,2,2,3,4,3,3,2,3,2,2,2,2,2,2,2,2,2,2,4,2, ,7,7,4,4,4,4,4,3,2,3,3,3,50,75,60,50,50,50,40,1,1,1,2,1,1,1,2,1,1,5,6,4,1,4,5,5,4,6,7,4,4,4,4,5,4,6,4,4,5,2,2,3,3,3,11, , , ,1,2, , ,1,25,3,9,3,2,6, ,9,3,9,9,3,2,3,2
669755,2,2,71,6,2,3,1,1,2,1,3,4,3,2,4,2,2,3,4,4,4,4,4,4,2,2,2,2,4,4,3,3,2,2,2,2,1,1,1,1,3,3,5,5,2,4,3,1,3,3,3,3,1,3,4,2,1,4,3,2,3,8,3,2,3,1,3,2,3,3,2,2,3,2,3,1,1,2,3,4,3,2,2,4,2,2,2,2,3,9,2,2,2,9,9,9, ,7,6,6,4,5,6,6,2,3,5,4,5,50,50,50,50,50,25,50,2,2,1,1,1,1,1,1,1,1,5,5,5,4,5,3,5,3,5,5,4,5,5,4,5,5,5,5,4,4,2,2,2,2,3,8, , , ,3,1,2,2,2, ,4,5,4,5,98,1,2,2,2,2,3,3,3,2
669870,1,2,51,5,4,5,2,1,3,3,5,4,4,5,5,4,1,2,2,2,4,4,4,4,3,3,4,3,3, ,1,1,1,1,2,2,2,2,2,1,3,2,5,4,2,4,3,1,3,3,5,2,1,3,3,2,2,2,2,4,3,8,2,3,9,2,9,2,4,3,3,2,2,2,3,2,2,2,2,4,2,2,3,3,2,2,2,2,3,2,1,2,3,9,3,9, ,7,7,7,6,7,6,6,2,2,5,4,5,80,80,60,50,50,60,30,1,1,1,1,1,1,2,2,1,1,7,5,4,1,4,2,3,3,5,6,5,2,5,5,5,5,7,6,6,5,2,2,2,2,1,8, , , ,2,1,2,1,4, ,7,6,3,5,1, ,9,2,9,9,3,3,2,2
670021,2,2,61,6,4,3,2,1,4,1,3,1,1,4,5,4,2,3,2,3,3,3,3,3,4,3,4,3,3,3,3,3,1,1,2,2,1,2,2,2,3,2,4,4,3,5,3,2,2,2,3,2,1,3,3,2,2,2,2,3,3,6,4,2,3,2,3,3,3,2,2,3,3,2,3,4,2,2,2,3,2,3,2,3,2,2,3,3,3,3,1,3,1,9,2,3,3,6,7,6,5,5,5,5,3,4,3,3,2,85,90,50,50,30,80,60,2,1,1,1,1,1,1,2,2,2,3,6,3,1,5,3,5,4,6,6,5,4,5,4,5,4,5,5,5,5,2,1,2,2,2,11, , , ,2,1,2,2,2, ,5,6,4,3,1, ,2,2,3,2,2,2,2,2
670396,9,1,38,3,2,2,3,2,4,3,5,4,3,5,5,5,2,2,1,1,4,4,4,4,2,1,1,1,1,1,1,1,2,2,2,3,2,4,4,1,5,5,5,4,2,4,2,1,1,3,5,3,2,3,3,2,2,4,4,3,3,6,2,1,4,1,3,1,1,2,2,1,5,3,3,2,5,2,1,5,3,1,1,1,1,1,1,1,1,1,1,2,3,9,4,2, ,7,7,7,4,5,4,7,2,2,5,5,3,75,50,75,50,50,50,25,2,2,1,1,1,1,1,1,1,1,7,6,3,2,5,2,6,4,4,7,6,4,5,5,6,5,5,7,5,5,3,2,3,2,1,5,1,1,1,2,2, , ,2, ,4,1,4,8,2, ,3,3,3,3,3,3,2,2
670802,13,1,35,3,4,5,2,1,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3, ,3,4,2,2,2,2,1,1,1,1,3,1,5,5,1,5,2,2,2,2,2,2,1,2,3,1,1,3,3,3,3,5,3,1,4,1,4,1,4,1,1,1,2,2,2,2,1,3,2,4,2,2,1,3,2,2,2,2,2,2,2,2,1,9,9,2, ,6,6,6,4,6,4,6,2,2,5,5,5,75,75,100,75,50,50,50,1,1,1,1,1,2,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,1,1,1,1,2, , ,1,17,3,1,5,5,1, ,2,2,3,2,9,9,9,9
672133,2,1,57,5,2,3,2,2,2,2,2,3,3,3,3,3,1,3,2,3,4,3,3,3,2,1,1,1,1,1,3,3,2,2,3,2,1,3,3,1,5,5,5,5,2,4,4,1,3,3,4,2,3,3,3,2,2,3,3,2,3,5,4,2,3,1,2,2,3,1,2,3,4,3,3,3,3,3,1,5,3,1,1,2,1,2,1,1,1,1,1,2,2,2,4,3,3,6,6,6,3,3,5,5,3,3,5,3,4,70,50,50,50,25,50,25,2,2,1,2,2,1,1,1,1,1,4,6,3,2,3,7,7,4,4,4,4,5,5,5,6,5,5,4,5,5,2,2,3,3,1,4,1,2,2,2,1,2,2,3, ,8,2,4,5,98,98,3,2,2,2,3,2,2,2
673613,1,1,51,5,2,4,2,1,3,3,5,5,4,5,5,4,1,3,2,2,4,4,4,3,4,4,3,4,4,4,2,3,2,2,2,3,2,2,2,1,3,2,5,4,1,4,2,1,2,3,4,4,2,3,3,3,2,4,3,3,4,6,3,3,2,3,2,4,3,3,4,3,4,4,4,3,2,2,3,4,4,2,2,4,2,2,1,2,3,3,3,2,3,2,2,2, ,6,6,5,4,6,5,4,2,3,4,4,4,25,50,50,50,75,50,25,1,1,1,1,1,1,1,2,2,2,5,5,4,3,7,1,7,3,6,4,4,6,5,4,6,4,6,6,5,4,2,2,2,2,1,2,3, , ,2,1,2,1,3, ,6,3,4,3,1, ,2,2,3,2,2,2,3,2
673923,1,2,62,6,2,3,3,2,3,2,5,4,5,5,5,5,1,3,1,4,4,4,4,2,2,2,1,2,3,1,1,2,2,2,3,2,2,3,3,1,3,3,3,3,1,2,2,1,2,3,4,2,3,4,4,3,2,3,4,3,3,5,3,3,4,3,2,3,2,2,4,2,5,2,4,4,4,4,2,4,4,3,3,5,2,3,2,3,3,2,1,1,3,2,3,4,1,6,7,7,5,5,4,5,3,3,5,2,2,75,50,50,25,0,25,25,2,2,2,2,2,1,2,1,1,1,4,7,6,3,6,5,6,5,7,7,6,6,5,4,6,6,6,6,6,5,3,2,2,2,1,8, , , ,2,1,2,2,3, ,8,9,2,2,2, ,2,9,9,2,2,2,2,2
674012,14,1,62,6,2,5,2,2,2,2,4,4,3,5,5,4,2,2,2,3,4,4,4,3,3,3,1,2,1, ,2,2,2,2,2,2,2,2,2,1,3,3,3,3,1,4,2,1,2,2,3,3,2,2,2,2,2,2,2,4,4,7,3,2,4,2,4,2,4,2,2,2,3,3,2,2,2,2,2,4,2,2,3,4,2,2,2,2,3,2,2,2,3,2,3,3,1,6,6,6,6,6,4,6,2,2,5,4,4,80,80,80,70,50,60,50,2,2,2,2,2,2,1,1,2,2,5,5,2,2,2,6,3,5,5,5,5,6,4,4,6,6,6,6,6,6,4,2,2,2,2,11, , , ,2,1,2,2,2, ,3,5,4,5,8, ,3,2,3,2,2,2,2,2
674366,5,1,50,5,1,5,2,1,2,2,3,4,4,5,5,3,2,3,4,4,4,4,4,4,1,1,1,1,1, ,2,2,1,1,1,2,1,1,1,1,5,2,5,5,2,5,3,2,3,3,5,2,2,3,4,3,2,3,3,4,3,5,3,1,4,2,3,1,4,1,1,1,4,2,3,1,1,1,2,4,2,3,2,2,1,1,1,2,2,2,2,2,3,2,1,2, ,7,7,7,5,6,4,4,2,2,3,4,3,0,50,50,20,0,0,20,1,1,1,1,1,1,1,1,1,1,4,6,6,5,5,5,6,5,6,6,5,5,5,6,6,4,6,6,6,5,1,1,2,2,2,10,1,1,1,2,1,2,1,3, ,6,5,4,2,1, ,9,9,9,9,3,2,2,2
675478,3,1,26,2,2,3,4,4,5,4,4,4,4,4,4,4,9,9,1,1,3,3,3,3,2,2,2,2,2,2,9,9,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,9,9,9,3,3,4,4,4,4,4,4,4,3,3,3,3,3,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,10,1,1,1,1,2, , ,1,1,2,1,5,5,99,99,1,1,1,1,3,3,3,3
675767,2,1,20,2,2,1,2,2,3,2,3,3,3,3,3,3,2,3,9,9,3,3,3,2,2,2,2,2,2,1,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,5,4,9,2,9,9,9,3,3,3,4,4,3,3,3,3,1,2,4,2,3,3,3,1,1,2,2,1,2,1,2,2,9,9,9, ,6,7,6,4,7,6,6,4,3,4,3,4,50,50,50,50,50,50,50,2,2,2,2,2,1,2,1,1,2,6,5,4,1,4,4,4,4,6,6,6,6,4,4,4,4,4,5,4,4,3,2,3,3,2,9, , , ,1,2, , ,4, ,3,3,4,5,98,98,2,2,2,2,9,4,9,9
677321,5,2,54,5,2,5,1,1,2,3,4,5,4,3,5,5,1,2,1,2,4,4,4,4,4,4,4,4,4, ,2,2,1,1,3,3,1,1,1,1,3,2,5,3,1,5,2,1,3,3,4,3,1,1,2,2,2,4,3,4,3,8,2,1,4,1,4,1,1,1,2,2,2,2,2,2,1,4,3,3,2,4,2,5,2,2,3,2,3,3,2,2,1,9,3,3,3,7,7,7,5,5,6,5,2,3,5,2,3,60,70,50,60,20,40,50,2,1,2,2,1,1,2,1,1,1,4,6,7,3,5,1,4,4,7,7,5,5,3,3,6,6,6,6,4,4,2,2,2,2,1,8, , , ,2,1,2,2,4, ,9,8,3,0,1, ,3,2,2,2,3,9,9,9
677344,1,1,62,6,4,3,2,2,3,2,4,5,5,5,5,5,2,2,2,2,4,4,4,4,9,2,1,1,3,1,3,3,2,2,2,2,3,3,3,2,5,5,5,5,3,3,3,3,3,3,3,3,2,4,4,4,3,4,5,3,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,1,3,3,6,5,6,5,6,5,6,5,5,5,5,5,25,25,25,25,25,25,25,2,2,2,2,2,1,2,2,2,2,7,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,2,1,2,2,3, ,4,5,4,5,99,99,1,1,1,1,3,3,3,3
677722,8,2,71,6,2,3,3,3,4,2,4,4,3,4,4,2,2,3,1,2,4,4,4,4,4,4,3,4,4,4,1,2,2,2,2,3,4,5,5,3,5,5,5,5,2,3,3,1,3,4,4,3,4,4,4,4,2,5,5,3,3,7,4,2,3,2,3,2,3,2,2,2,4,4,3,3,5,5,4,2,4,4,5,4,3,4,4,4,4,4,2,1,2,2,2,4,1,6,6,6,4,5,4,4,3,4,5,4,4,42,55,70,45,0,40,20,2,1,1,2,1,1,1,1,1,1,6,5,4,3,4,5,5,4,5,5,5,5,5,5,5,5,6,6,6,5,2,2,3,4,4,8, , , ,2,1,2,1,2, ,3,4,4,5,98,98,9,9,9,9,3,2,2,2
678875,1,1,32,3,4,5,1,1,4,4,5,5,5,4,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4, ,3,2,1,1,2,1,1,1,1,1,1,1,5,5,1,5,1,1,1,1,3,2,1,1,4,1,2,1,1,5,1,6,4,1,4,1,4,1,4,2,2,2,2,2,2,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1, ,7,7,7,7,7,6,7,1,1,5,5,5,100,100,100,75,75,25,25,1,1,1,1,1,1,1,1,1,1,7,6,7,4,7,3,7,7,7,7,7,7,7,7,7,1,7,5,5,4,2,2,2,2,1,2,3, , ,1,2, , ,3, ,8,5,2,4,1, ,3,3,3,3,2,2,1,1
678986,8,1,37,3,4,5,2,1,3,2,2,4,2,3,4,2,2,2,4,3,4,4,4,4,4,4,4,3,4, ,2,2,2,2,2,2,3,3,2,2,5,3,5,4,2,5,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,8,4,2,3,3,3,3,3,3,2,3,4,3,3,3,3,2,2,4,2,3,2,2,3,2,2,3,2,2,2,2,1,2,3,3,1,7,5,5,3,5,3,4,3,3,4,4,5,50,50,50,50,40,50,50,1,1,1,2,1,1,2,1,1,1,5,3,3,3,5,3,3,3,5,5,4,4,3,3,4,4,5,3,4,3,3,3,4,4,3,4,1,1,1,2,1,1,2,4, ,5,1,4,5,6, ,2,2,2,2,3,3,3,2
679518,11,1,23,2,3,5,3,3,4,3,4,3,4,3,4,3,2,2,1,1,4,4,4,3,3,2,2,3,2, ,2,2,2,2,2,2,3,5,5,3,3,5,5,3,1,5,3,1,2,3,3,3,4,4,4,4,2,4,4,4,4,4,3,3,1,3,1,3,4,3,4,4,5,3,2,2,5,1,1,4,5,4,1,3,2,2,1,1,2,2,2,3,1,2,4,4,3,7,6,6,4,5,4,4,3,4,2,3,1,60,60,50,0,0,0,20,2,1,1,1,1,1,1,1,1,1,7,6,1,4,5,4,5,5,3,6,6,4,5,5,6,6,5,6,5,4,2,2,2,2,2,4,1,2,2,1,2, , ,4, ,7,1,3,5,98,98,2,2,2,2,2,2,2,2
679676,14,2,52,5,2,5,2,2,3,3,4,3,4,4,4,3,1,2,2,2,4,4,4,4,4,4,4,4,4, ,4,3,1,2,2,2,2,2,2,1,3,2,3,3,2,5,3,2,2,3,4,2,2,3,3,2,3,2,4,3,4,3,3,2,3,2,3,2,3,3,2,3,4,3,3,2,3,2,3,3,3,3,3,4,2,2,1,1,3,2,2,1,1,2,3,9, ,6,7,6,4,4,2,5,3,3,5,4,4,50,75,50,25,25,50,50,1,1,1,1,1,1,1,1,1,1,5,3,4,1,5,1,6,4,6,6,5,2,2,4,5,4,5,5,5,4,2,2,2,2,1,5,1,1,1,2,1,2,2,3, ,6,1,4,5,98,1,2,1,2,2,2,2,2,2
680534,2,1,70,6,1,5,2,2,2,2,5,4,4,5,5,4,1,2,1,2,4,4,4,3,3,2,3,4,2, ,4,3,1,1,2,1,1,3,3,1,4,5,5,3,2,4,4,1,2,2,4,3,2,3,3,2,3,5,5,5,4,4,3,1,3,1,4,1,4,2,4,4,5,4,5,4,3,1,2,5,3,2,1,4,1,1,2,3,1,1,1,2,1,2,4,2, ,6,7,5,4,4,3,6,3,2,4,2,2,75,75,100,25,0,50,25,2,2,1,1,2,2,2,1,1,2,6,7,2,6,6,1,5,3,6,6,5,6,6,5,6,5,5,7,4,4,4,3,2,2,1,11, , , ,2,1,2,2,3, ,4,3,5,2,2, ,2,2,2,2,3,2,3,3
680700,11,2,74,6,2,2,2,2,4,4,4,3,4,3,3,3,1,2,3,3,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,3,2,1,3,3,3,1,2,2,3,2,2,4,3,3,3,7,3,1,4,1,3,1,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,2,1,1,1,1,2,3,3,3,7,7,7,7,7,5,6,3,3,5,3,5,75,75,75,60,0,50,50,1,1,1,1,1,1,1,2,2,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,4,1,2,2,3,1,2,2,1,20,2,1,4,5,1, ,9,9,9,9,9,4,3,2
681013,3,2,53,5,2,3,4,4,5,4,5,5,5,5,5,5,1,1,1,1,4,4,4,4,2,1,1,1,2,1,1,1,1,1,1,1,1,5,5,1,1,5,1,5,1,5,5,1,1,1,5,1,4,4,4,1,1,1,1,1,1,0,1,1,9,1,4,1,1,1,1,1,9,3,9,1,1,1,1,9,5,4,1,5,1,3,1,1,1,1,9,2,9,9,3,4,2,7,7,1,1,1,7,7,2,4,4,1,1,10,50,10,0,10,10,10,2,1,1,1,1,1,1,1,1,1,1,7,2,6,6,7,7,7,6,7,7,7,5,7,7,7,7,7,6,7,1,1,1,1,1,8, , , ,2,1,2,2,5, ,1,1,9,5,2, ,9,9,9,9,9,9,9,9
681155,11,1,64,6,2,5,4,2,4,2,4,4,4,4,4,3,2,3,1,4,3,3,4,1,2,3,3,3,3, ,2,2,2,2,2,2,3,5,5,1,5,5,5,5,1,2,3,1,1,2,3,2,4,4,4,3,2,5,5,5,2,4,3,4,2,3,2,3,2,4,4,5,5,4,5,5,5,5,2,4,5,4,5,4,2,3,3,4,4,4,1,1,3,2,2,4,1,7,6,7,5,6,6,6,3,4,4,3,2,50,40,50,50,30,30,30,2,1,1,2,1,1,1,1,1,1,5,5,2,6,6,5,6,2,7,7,7,7,7,5,5,5,5,5,5,5,2,2,2,3,2,3,1,2,2,2,1,2,2,2, ,3,3,4,5,1, ,2,2,2,2,4,3,2,2
681410,8,1,51,5,4,5,3,3,4,3,4,4,4,4,4,4,2,2,1,1,3,3,3,3,1,1,1,1,1, ,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,6,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,9,4,4,3,6,6,6,6,6,6,6,5,5,5,5,5,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,1,1,1,2,1,2,1,3, ,2,5,4,5,6, ,2,2,2,2,3,3,3,3
682367,8,1,39,3,4,3,3,3,3,2,3,3,3,2,3,2,9,9,1,1,3,3,4,3,3,2,2,2,2,1,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,4,4,3,3,3,5,5,2,2,2,2,2,3,2,3,3,5,2,3,1,3,2,4,4,3,3,3,5,5,5,4,5,2,1,2,5,2,1,2,1,1,1,1,1,1,1,2,2,2,4,9, ,4,6,6,4,6,6,6,3,3,9,2,3,50,75,75,0,0,0,25,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,3,2,6,6,5,6,5,6,5,6,6,5,5,5,1,2,2,2,1,3,1,1,1,1,2, , ,1,10,2,1,5,5,98,1,3,3,3,3,2,2,2,1
684409,9,1,47,4,4,3,2,1,5,3,4,3,3,4,4,4,4,4,1,1,3,3,3,3,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,10,1,4,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,2,4,1,5,5,5,5,5,5,5,4,4,3,4,3,50,50,50,50,50,70,50,1,1,1,1,1,1,1,1,1,1,6,6,4,6,4,5,5,5,6,4,5,4,5,4,4,3,6,4,4,5,4,4,4,4,4,3,2, , ,2,2, , ,4, ,7,6,3,8,4, ,1,2,2,2,3,3,3,3
